zone_id,bn_prob,eta_min,severity,action,scored_at
aisle-9-12,0.567,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553713664
pick-a,0.185,,normal,,1772553713664
pick-b,0.663,11.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553713664
pack,0.482,16.0,normal,,1772553713664
stage-out,0.334,,normal,,1772553713664
dock-c,0.269,,normal,,1772553713664
dock-d,0.414,,normal,,1772553713664
dock-a,0.224,,normal,,1772553717664
dock-b,0.357,,normal,,1772553717664
stage-in,0.102,,normal,,1772553717664
aisle-1-4,0.331,,normal,,1772553717664
aisle-5-8,0.346,,normal,,1772553717664
aisle-9-12,0.624,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553717664
pick-a,0.206,,normal,,1772553717664
pick-b,0.716,10.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553717664
pack,0.481,16.0,normal,,1772553717664
stage-out,0.26,,normal,,1772553717664
dock-c,0.28,,normal,,1772553717664
dock-d,0.538,14.5,elevated,,1772553717664
dock-a,0.247,,normal,,1772553721664
dock-b,0.394,,normal,,1772553721664
stage-in,0.158,,normal,,1772553721664
aisle-1-4,0.371,,normal,,1772553721664
aisle-5-8,0.487,15.8,normal,,1772553721664
aisle-9-12,0.68,11.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553721664
pick-a,0.159,,normal,,1772553721664
pick-b,0.667,11.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553721664
pack,0.384,,normal,,1772553721664
stage-out,0.297,,normal,,1772553721664
dock-c,0.257,,normal,,1772553721664
dock-d,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772553721664
dock-a,0.239,,normal,,1772553725664
dock-b,0.372,,normal,,1772553725664
stage-in,0.124,,normal,,1772553725664
aisle-1-4,0.339,,normal,,1772553725664
aisle-5-8,0.6,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553725664
aisle-9-12,0.686,10.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553725664
pick-a,0.227,,normal,,1772553725664
pick-b,0.684,10.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553725664
pack,0.444,,normal,,1772553725664
stage-out,0.32,,normal,,1772553725664
dock-c,0.317,,normal,,1772553725664
dock-d,0.489,15.8,normal,,1772553725664
dock-a,0.319,,normal,,1772553729664
dock-b,0.322,,normal,,1772553729664
stage-in,0.12,,normal,,1772553729664
aisle-1-4,0.338,,normal,,1772553729664
aisle-5-8,0.527,14.8,elevated,,1772553729664
aisle-9-12,0.679,11.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553729664
pick-a,0.237,,normal,,1772553729664
pick-b,0.712,10.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553729664
pack,0.394,,normal,,1772553729664
stage-out,0.289,,normal,,1772553729664
dock-c,0.323,,normal,,1772553729664
dock-d,0.546,14.3,elevated,,1772553729664
dock-a,0.336,,normal,,1772553733664
dock-b,0.327,,normal,,1772553733664
stage-in,0.148,,normal,,1772553733664
aisle-1-4,0.424,,normal,,1772553733664
aisle-5-8,0.489,15.8,normal,,1772553733664
aisle-9-12,0.655,11.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553733664
pick-a,0.248,,normal,,1772553733664
pick-b,0.717,10.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553733664
pack,0.424,,normal,,1772553733664
stage-out,0.354,,normal,,1772553733664
dock-c,0.32,,normal,,1772553733664
dock-d,0.491,15.7,normal,,1772553733664
dock-a,0.295,,normal,,1772553737664
dock-b,0.323,,normal,,1772553737664
stage-in,0.151,,normal,,1772553737664
aisle-1-4,0.429,,normal,,1772553737664
aisle-5-8,0.589,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553737664
aisle-9-12,0.552,14.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553737664
pick-a,0.126,,normal,,1772553737664
pick-b,0.652,11.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553737664
pack,0.429,,normal,,1772553737664
stage-out,0.316,,normal,,1772553737664
dock-c,0.281,,normal,,1772553737664
dock-d,0.517,15.1,elevated,,1772553737664
dock-a,0.361,,normal,,1772553741664
dock-b,0.353,,normal,,1772553741664
stage-in,0.076,,normal,,1772553741664
aisle-1-4,0.391,,normal,,1772553741664
aisle-5-8,0.656,11.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553741664
aisle-9-12,0.588,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553741664
pick-a,0.159,,normal,,1772553741664
pick-b,0.631,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553741664
pack,0.402,,normal,,1772553741664
stage-out,0.277,,normal,,1772553741664
dock-c,0.23,,normal,,1772553741664
dock-d,0.522,14.9,elevated,,1772553741664
dock-a,0.345,,normal,,1772553745664
dock-b,0.358,,normal,,1772553745664
stage-in,0.127,,normal,,1772553745664
aisle-1-4,0.339,,normal,,1772553745664
aisle-5-8,0.628,12.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553745664
aisle-9-12,0.645,11.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553745664
pick-a,0.168,,normal,,1772553745664
pick-b,0.631,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553745664
pack,0.382,,normal,,1772553745664
stage-out,0.192,,normal,,1772553745664
dock-c,0.227,,normal,,1772553745664
dock-d,0.532,14.7,elevated,,1772553745664
dock-a,0.369,,normal,,1772553749664
dock-b,0.33,,normal,,1772553749664
stage-in,0.163,,normal,,1772553749664
aisle-1-4,0.301,,normal,,1772553749664
aisle-5-8,0.612,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553749664
aisle-9-12,0.6,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553749664
pick-a,0.173,,normal,,1772553749664
pick-b,0.606,12.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553749664
pack,0.412,,normal,,1772553749664
stage-out,0.146,,normal,,1772553749664
dock-c,0.294,,normal,,1772553749664
dock-d,0.488,15.8,normal,,1772553749664
dock-a,0.302,,normal,,1772553753664
dock-b,0.291,,normal,,1772553753664
stage-in,0.134,,normal,,1772553753664
aisle-1-4,0.295,,normal,,1772553753664
aisle-5-8,0.588,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553753664
aisle-9-12,0.616,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553753664
pick-a,0.191,,normal,,1772553753664
pick-b,0.605,12.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553753664
pack,0.405,,normal,,1772553753664
stage-out,0.253,,normal,,1772553753664
dock-c,0.306,,normal,,1772553753664
dock-d,0.511,15.2,elevated,,1772553753664
dock-a,0.394,,normal,,1772553757664
dock-b,0.279,,normal,,1772553757664
stage-in,0.21,,normal,,1772553757664
aisle-1-4,0.339,,normal,,1772553757664
aisle-5-8,0.477,16.1,normal,,1772553757664
aisle-9-12,0.442,,normal,,1772553757664
pick-a,0.248,,normal,,1772553757664
pick-b,0.732,9.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553757664
pack,0.355,,normal,,1772553757664
stage-out,0.285,,normal,,1772553757664
dock-c,0.216,,normal,,1772553757664
dock-d,0.478,16.1,normal,,1772553757664
dock-a,0.359,,normal,,1772553761664
dock-b,0.369,,normal,,1772553761664
stage-in,0.241,,normal,,1772553761664
aisle-1-4,0.289,,normal,,1772553761664
aisle-5-8,0.449,,normal,,1772553761664
aisle-9-12,0.428,,normal,,1772553761664
pick-a,0.187,,normal,,1772553761664
pick-b,0.88,6.0,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553761664
pack,0.378,,normal,,1772553761664
stage-out,0.216,,normal,,1772553761664
dock-c,0.267,,normal,,1772553761664
dock-d,0.47,16.2,normal,,1772553761664
dock-a,0.314,,normal,,1772553765664
dock-b,0.346,,normal,,1772553765664
stage-in,0.177,,normal,,1772553765664
aisle-1-4,0.344,,normal,,1772553765664
aisle-5-8,0.388,,normal,,1772553765664
aisle-9-12,0.503,15.4,elevated,,1772553765664
pick-a,0.179,,normal,,1772553765664
pick-b,0.974,3.7,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553765664
pack,0.346,,normal,,1772553765664
stage-out,0.251,,normal,,1772553765664
dock-c,0.308,,normal,,1772553765664
dock-d,0.425,,normal,,1772553765664
dock-a,0.282,,normal,,1772553769664
dock-b,0.398,,normal,,1772553769664
stage-in,0.156,,normal,,1772553769664
aisle-1-4,0.337,,normal,,1772553769664
aisle-5-8,0.415,,normal,,1772553769664
aisle-9-12,0.46,16.5,normal,,1772553769664
pick-a,0.167,,normal,,1772553769664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553769664
pack,0.38,,normal,,1772553769664
stage-out,0.173,,normal,,1772553769664
dock-c,0.321,,normal,,1772553769664
dock-d,0.508,15.3,elevated,,1772553769664
dock-a,0.344,,normal,,1772553773664
dock-b,0.376,,normal,,1772553773664
stage-in,0.164,,normal,,1772553773664
aisle-1-4,0.301,,normal,,1772553773664
aisle-5-8,0.42,,normal,,1772553773664
aisle-9-12,0.418,,normal,,1772553773664
pick-a,0.158,,normal,,1772553773664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553773664
pack,0.354,,normal,,1772553773664
stage-out,0.177,,normal,,1772553773664
dock-c,0.292,,normal,,1772553773664
dock-d,0.481,16.0,normal,,1772553773664
dock-a,0.262,,normal,,1772553777664
dock-b,0.339,,normal,,1772553777664
stage-in,0.11,,normal,,1772553777664
aisle-1-4,0.332,,normal,,1772553777664
aisle-5-8,0.429,,normal,,1772553777664
aisle-9-12,0.492,15.7,normal,,1772553777664
pick-a,0.237,,normal,,1772553777664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553777664
pack,0.357,,normal,,1772553777664
stage-out,0.253,,normal,,1772553777664
dock-c,0.284,,normal,,1772553777664
dock-d,0.513,15.2,elevated,,1772553777664
dock-a,0.339,,normal,,1772553781664
dock-b,0.369,,normal,,1772553781664
stage-in,0.131,,normal,,1772553781664
aisle-1-4,0.368,,normal,,1772553781664
aisle-5-8,0.37,,normal,,1772553781664
aisle-9-12,0.556,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553781664
pick-a,0.252,,normal,,1772553781664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553781664
pack,0.366,,normal,,1772553781664
stage-out,0.296,,normal,,1772553781664
dock-c,0.28,,normal,,1772553781664
dock-d,0.538,14.5,elevated,,1772553781664
dock-a,0.364,,normal,,1772553785664
dock-b,0.324,,normal,,1772553785664
stage-in,0.116,,normal,,1772553785664
aisle-1-4,0.32,,normal,,1772553785664
aisle-5-8,0.418,,normal,,1772553785664
aisle-9-12,0.533,14.7,elevated,,1772553785664
pick-a,0.233,,normal,,1772553785664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553785664
pack,0.354,,normal,,1772553785664
stage-out,0.337,,normal,,1772553785664
dock-c,0.313,,normal,,1772553785664
dock-d,0.553,14.2,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772553785664
dock-a,0.256,,normal,,1772553789664
dock-b,0.346,,normal,,1772553789664
stage-in,0.1,,normal,,1772553789664
aisle-1-4,0.287,,normal,,1772553789664
aisle-5-8,0.459,16.5,normal,,1772553789664
aisle-9-12,0.59,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553789664
pick-a,0.206,,normal,,1772553789664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553789664
pack,0.429,,normal,,1772553789664
stage-out,0.284,,normal,,1772553789664
dock-c,0.235,,normal,,1772553789664
dock-d,0.542,14.4,elevated,,1772553789664
dock-a,0.277,,normal,,1772553793664
dock-b,0.281,,normal,,1772553793664
stage-in,0.168,,normal,,1772553793664
aisle-1-4,0.305,,normal,,1772553793664
aisle-5-8,0.511,15.2,elevated,,1772553793664
aisle-9-12,0.592,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553793664
pick-a,0.132,,normal,,1772553793664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553793664
pack,0.425,,normal,,1772553793664
stage-out,0.357,,normal,,1772553793664
dock-c,0.21,,normal,,1772553793664
dock-d,0.491,15.7,normal,,1772553793664
dock-a,0.308,,normal,,1772553797664
dock-b,0.337,,normal,,1772553797664
stage-in,0.2,,normal,,1772553797664
aisle-1-4,0.315,,normal,,1772553797664
aisle-5-8,0.526,14.8,elevated,,1772553797664
aisle-9-12,0.601,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553797664
pick-a,0.185,,normal,,1772553797664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553797664
pack,0.368,,normal,,1772553797664
stage-out,0.403,,normal,,1772553797664
dock-c,0.169,,normal,,1772553797664
dock-d,0.448,,normal,,1772553797664
dock-a,0.239,,normal,,1772553801664
dock-b,0.297,,normal,,1772553801664
stage-in,0.225,,normal,,1772553801664
aisle-1-4,0.363,,normal,,1772553801664
aisle-5-8,0.53,14.8,elevated,,1772553801664
aisle-9-12,0.5,15.5,elevated,,1772553801664
pick-a,0.157,,normal,,1772553801664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553801664
pack,0.353,,normal,,1772553801664
stage-out,0.411,,normal,,1772553801664
dock-c,0.234,,normal,,1772553801664
dock-d,0.47,16.2,normal,,1772553801664
dock-a,0.254,,normal,,1772553805664
dock-b,0.345,,normal,,1772553805664
stage-in,0.256,,normal,,1772553805664
aisle-1-4,0.381,,normal,,1772553805664
aisle-5-8,0.566,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553805664
aisle-9-12,0.544,14.4,elevated,,1772553805664
pick-a,0.24,,normal,,1772553805664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553805664
pack,0.32,,normal,,1772553805664
stage-out,0.386,,normal,,1772553805664
dock-c,0.212,,normal,,1772553805664
dock-d,0.445,,normal,,1772553805664
dock-a,0.292,,normal,,1772553809664
dock-b,0.287,,normal,,1772553809664
stage-in,0.232,,normal,,1772553809664
aisle-1-4,0.35,,normal,,1772553809664
aisle-5-8,0.455,16.6,normal,,1772553809664
aisle-9-12,0.545,14.4,elevated,,1772553809664
pick-a,0.184,,normal,,1772553809664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553809664
pack,0.308,,normal,,1772553809664
stage-out,0.399,,normal,,1772553809664
dock-c,0.283,,normal,,1772553809664
dock-d,0.487,15.8,normal,,1772553809664
dock-a,0.248,,normal,,1772553813664
dock-b,0.252,,normal,,1772553813664
stage-in,0.345,,normal,,1772553813664
aisle-1-4,0.373,,normal,,1772553813664
aisle-5-8,0.507,15.3,elevated,,1772553813664
aisle-9-12,0.599,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553813664
pick-a,0.228,,normal,,1772553813664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553813664
pack,0.301,,normal,,1772553813664
stage-out,0.489,15.8,normal,,1772553813664
dock-c,0.294,,normal,,1772553813664
dock-d,0.427,,normal,,1772553813664
dock-a,0.216,,normal,,1772553817664
dock-b,0.309,,normal,,1772553817664
stage-in,0.277,,normal,,1772553817664
aisle-1-4,0.431,,normal,,1772553817664
aisle-5-8,0.427,,normal,,1772553817664
aisle-9-12,0.567,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553817664
pick-a,0.208,,normal,,1772553817664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553817664
pack,0.369,,normal,,1772553817664
stage-out,0.479,16.0,normal,,1772553817664
dock-c,0.29,,normal,,1772553817664
dock-d,0.459,16.5,normal,,1772553817664
dock-a,0.269,,normal,,1772553821664
dock-b,0.318,,normal,,1772553821664
stage-in,0.27,,normal,,1772553821664
aisle-1-4,0.451,16.7,normal,,1772553821664
aisle-5-8,0.506,15.3,elevated,,1772553821664
aisle-9-12,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553821664
pick-a,0.197,,normal,,1772553821664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553821664
pack,0.258,,normal,,1772553821664
stage-out,0.536,14.6,elevated,,1772553821664
dock-c,0.286,,normal,,1772553821664
dock-d,0.429,,normal,,1772553821664
dock-a,0.265,,normal,,1772553825664
dock-b,0.311,,normal,,1772553825664
stage-in,0.297,,normal,,1772553825664
aisle-1-4,0.419,,normal,,1772553825664
aisle-5-8,0.527,14.8,elevated,,1772553825664
aisle-9-12,0.616,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553825664
pick-a,0.158,,normal,,1772553825664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553825664
pack,0.22,,normal,,1772553825664
stage-out,0.498,15.6,normal,,1772553825664
dock-c,0.327,,normal,,1772553825664
dock-d,0.377,,normal,,1772553825664
dock-a,0.255,,normal,,1772553829664
dock-b,0.296,,normal,,1772553829664
stage-in,0.289,,normal,,1772553829664
aisle-1-4,0.431,,normal,,1772553829664
aisle-5-8,0.487,15.8,normal,,1772553829664
aisle-9-12,0.605,12.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553829664
pick-a,0.207,,normal,,1772553829664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553829664
pack,0.274,,normal,,1772553829664
stage-out,0.528,14.8,elevated,,1772553829664
dock-c,0.338,,normal,,1772553829664
dock-d,0.387,,normal,,1772553829664
dock-a,0.335,,normal,,1772553833664
dock-b,0.304,,normal,,1772553833664
stage-in,0.263,,normal,,1772553833664
aisle-1-4,0.45,,normal,,1772553833664
aisle-5-8,0.433,,normal,,1772553833664
aisle-9-12,0.598,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553833664
pick-a,0.251,,normal,,1772553833664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553833664
pack,0.272,,normal,,1772553833664
stage-out,0.511,15.2,elevated,,1772553833664
dock-c,0.276,,normal,,1772553833664
dock-d,0.326,,normal,,1772553833664
dock-a,0.258,,normal,,1772553837664
dock-b,0.233,,normal,,1772553837664
stage-in,0.234,,normal,,1772553837664
aisle-1-4,0.42,,normal,,1772553837664
aisle-5-8,0.473,16.2,normal,,1772553837664
aisle-9-12,0.628,12.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553837664
pick-a,0.247,,normal,,1772553837664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553837664
pack,0.327,,normal,,1772553837664
stage-out,0.464,16.4,normal,,1772553837664
dock-c,0.274,,normal,,1772553837664
dock-d,0.31,,normal,,1772553837664
dock-a,0.31,,normal,,1772553841664
dock-b,0.249,,normal,,1772553841664
stage-in,0.222,,normal,,1772553841664
aisle-1-4,0.393,,normal,,1772553841664
aisle-5-8,0.439,,normal,,1772553841664
aisle-9-12,0.595,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553841664
pick-a,0.191,,normal,,1772553841664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553841664
pack,0.297,,normal,,1772553841664
stage-out,0.587,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772553841664
dock-c,0.309,,normal,,1772553841664
dock-d,0.328,,normal,,1772553841664
dock-a,0.331,,normal,,1772553845664
dock-b,0.287,,normal,,1772553845664
stage-in,0.3,,normal,,1772553845664
aisle-1-4,0.432,,normal,,1772553845664
aisle-5-8,0.448,,normal,,1772553845664
aisle-9-12,0.619,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553845664
pick-a,0.231,,normal,,1772553845664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553845664
pack,0.303,,normal,,1772553845664
stage-out,0.51,15.2,elevated,,1772553845664
dock-c,0.332,,normal,,1772553845664
dock-d,0.332,,normal,,1772553845664
dock-a,0.312,,normal,,1772553849664
dock-b,0.252,,normal,,1772553849664
stage-in,0.24,,normal,,1772553849664
aisle-1-4,0.375,,normal,,1772553849664
aisle-5-8,0.432,,normal,,1772553849664
aisle-9-12,0.615,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553849664
pick-a,0.196,,normal,,1772553849664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553849664
pack,0.317,,normal,,1772553849664
stage-out,0.493,15.7,normal,,1772553849664
dock-c,0.262,,normal,,1772553849664
dock-d,0.256,,normal,,1772553849664
dock-a,0.218,,normal,,1772553853664
dock-b,0.27,,normal,,1772553853664
stage-in,0.222,,normal,,1772553853664
aisle-1-4,0.37,,normal,,1772553853664
aisle-5-8,0.462,16.5,normal,,1772553853664
aisle-9-12,0.617,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553853664
pick-a,0.249,,normal,,1772553853664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553853664
pack,0.23,,normal,,1772553853664
stage-out,0.511,15.2,elevated,,1772553853664
dock-c,0.311,,normal,,1772553853664
dock-d,0.318,,normal,,1772553853664
dock-a,0.265,,normal,,1772553857664
dock-b,0.266,,normal,,1772553857664
stage-in,0.337,,normal,,1772553857664
aisle-1-4,0.407,,normal,,1772553857664
aisle-5-8,0.465,16.4,normal,,1772553857664
aisle-9-12,0.633,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553857664
pick-a,0.274,,normal,,1772553857664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553857664
pack,0.224,,normal,,1772553857664
stage-out,0.473,16.2,normal,,1772553857664
dock-c,0.301,,normal,,1772553857664
dock-d,0.226,,normal,,1772553857664
dock-a,0.243,,normal,,1772553861664
dock-b,0.283,,normal,,1772553861664
stage-in,0.319,,normal,,1772553861664
aisle-1-4,0.438,,normal,,1772553861664
aisle-5-8,0.551,14.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553861664
aisle-9-12,0.596,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553861664
pick-a,0.294,,normal,,1772553861664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553861664
pack,0.214,,normal,,1772553861664
stage-out,0.415,,normal,,1772553861664
dock-c,0.306,,normal,,1772553861664
dock-d,0.236,,normal,,1772553861664
dock-a,0.253,,normal,,1772553865664
dock-b,0.326,,normal,,1772553865664
stage-in,0.305,,normal,,1772553865664
aisle-1-4,0.412,,normal,,1772553865664
aisle-5-8,0.507,15.3,elevated,,1772553865664
aisle-9-12,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553865664
pick-a,0.309,,normal,,1772553865664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553865664
pack,0.179,,normal,,1772553865664
stage-out,0.486,15.8,normal,,1772553865664
dock-c,0.272,,normal,,1772553865664
dock-d,0.196,,normal,,1772553865664
dock-a,0.297,,normal,,1772553869664
dock-b,0.306,,normal,,1772553869664
stage-in,0.2,,normal,,1772553869664
aisle-1-4,0.416,,normal,,1772553869664
aisle-5-8,0.474,16.1,normal,,1772553869664
aisle-9-12,0.651,11.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553869664
pick-a,0.305,,normal,,1772553869664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553869664
pack,0.125,,normal,,1772553869664
stage-out,0.506,15.3,elevated,,1772553869664
dock-c,0.271,,normal,,1772553869664
dock-d,0.22,,normal,,1772553869664
dock-a,0.329,,normal,,1772553873664
dock-b,0.313,,normal,,1772553873664
stage-in,0.242,,normal,,1772553873664
aisle-1-4,0.333,,normal,,1772553873664
aisle-5-8,0.439,,normal,,1772553873664
aisle-9-12,0.586,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553873664
pick-a,0.381,,normal,,1772553873664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553873664
pack,0.099,,normal,,1772553873664
stage-out,0.539,14.5,elevated,,1772553873664
dock-c,0.232,,normal,,1772553873664
dock-d,0.24,,normal,,1772553873664
dock-a,0.313,,normal,,1772553877664
dock-b,0.377,,normal,,1772553877664
stage-in,0.233,,normal,,1772553877664
aisle-1-4,0.345,,normal,,1772553877664
aisle-5-8,0.509,15.3,elevated,,1772553877664
aisle-9-12,0.62,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553877664
pick-a,0.318,,normal,,1772553877664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553877664
pack,0.111,,normal,,1772553877664
stage-out,0.501,15.5,elevated,,1772553877664
dock-c,0.241,,normal,,1772553877664
dock-d,0.196,,normal,,1772553877664
dock-a,0.263,,normal,,1772553881664
